drop_ratio,ue_drop_ratio,cluster_size,avg_se,delay_ratio,qos_reward,pc_kw,reward,n_drop
0.0,0.0,6,0.0,0.0,0.0,0.5996101567149428,-0.2998050783574714,0.0
0.0,0.0,6,7.116870758958466,0.0,0.0,0.5334131877058681,-0.26670659385293405,0.0
0.0,0.0,6,0.0,0.13333333333333341,0.004333329000004334,0.4521940722667068,-0.052763876133180065,0.0
0.0,0.0,6,5.299419487571439,0.0,0.0,0.37692985427876413,-0.18846492713938207,0.0
0.0,0.0,6,8.239662383685811,0.08666666666666673,0.004566662100004567,0.3648347488515788,0.0002491095743932803,0.0
0.0,0.0,6,3.4609269095810684,0.0,0.0,0.35442757863712593,-0.17721378931856296,0.0
0.0,0.0,6,6.04838625080207,0.24000000000000019,0.0037999962000037995,0.3941182704540164,-0.045059287226856204,0.0
0.0,0.0,6,7.094453637289635,0.22000000000000017,0.0038999961000038995,0.43520196990139337,-0.0616011409505407,0.0
0.0,0.0,6,8.363554280285395,0.09000000000000007,0.0045499954500045495,0.4852590081514808,-0.06062968607555844,0.0
0.0,0.0,6,8.838718943545908,0.13000000000000006,0.004349997825001087,0.5175960781847142,-0.08479812609231363,0.0
0.0,0.0,6,0.0,0.20000000000000015,0.003999996000004,0.5078959756785714,-0.0939481478391257,0.0
0.0,0.0,6,0.0,0.0,0.0,0.4081736457052206,-0.2040868228526103,0.0
0.0,0.0,6,0.0,0.0,0.0,0.3805879223368415,-0.19029396116842076,0.0
0.0,0.0,6,8.461427072805744,0.0,0.0,0.4321604837186259,-0.21608024185931296,0.0
0.0,0.0,6,9.134090891030077,0.13333333333333341,0.004333329000004334,0.3892232081418724,-0.021278444070762847,0.0
0.0,0.0,6,7.284566768447487,0.10666666666666672,0.004466662200004467,0.4449019270813025,-0.04378447554047257,0.0
0.0,0.0,6,0.0,0.06500000000000004,0.004674997662501168,0.45798079689681054,-0.04199049194835855,0.0
0.0,0.0,6,5.087813907252261,0.0,0.0,0.3706479439535502,-0.1853239719767751,0.0
0.0,0.0,6,2.8753856769224235,0.050000000000000024,0.00474999525000475,0.43446235579090464,-0.027231367895262315,0.0
0.0,0.0,6,4.670831529483835,0.0,0.0,0.4192331543661508,-0.2096165771830754,0.0
