id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,num_requests,disconnects,num_rejects,cell_traffic,cell_dropped_traffic,avg_pc,avg_tx_power,avg_num_ants,avg_operation_pc,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
10,[3659. 3803.  216.  550.],10081.0,201.60000000059856,[95.336 31.4    3.596 71.268],5897.187947327991,3774.0,250638.0,3631.0,216388.0,57232500000.0,195827.10144572254,29.249022653149513,0.6092252752703374,15.500049598254142,27.898167380075346,136.4977257899526,5.9496901339550385,1.64051185398274,0.29550639817478425,[0.473 0.156 0.018 0.354],0.8633487340307535,3.4216066298994895e-06,283891369.0467762,[18.15  18.864  1.071  2.728],18.720238095182513
11,[4295. 4501.  181.  380.],10081.0,201.60000000059856,[108.445  41.944   2.596  48.615],6488.26837209527,4812.0,253242.0,2764.0,216377.0,60169500000.0,195827.10144572254,32.18067836571478,0.6488245213768767,15.490923519492114,29.99888671231655,143.96112026956308,6.417365213779223,1.7645074893363755,0.19006050987005257,[0.538 0.208 0.013 0.241],0.8544277805419322,3.25459080507105e-06,298459821.4276853,[21.305 22.326  0.898  1.885],23.86904761897675
12,[4348. 4527.  186.  387.],10081.0,201.60000000059856,[108.808  41.993   2.375  48.424],6511.394528610386,4198.0,257376.0,2822.0,219389.0,60198000000.0,195827.10144572254,32.29538006452973,0.6543398472374093,15.562345005455809,30.061074587405084,146.64638201203047,6.319975807843743,1.768177760142843,0.20067453625632378,[0.54  0.208 0.012 0.24 ],0.8524065957975879,3.253049959229917e-06,298601190.47530395,[21.567 22.455  0.923  1.92 ],20.82341269835087
13,[4293. 4501.  194.  386.],10081.0,201.60000000059856,[107.601  43.162   2.499  48.338],6490.46502954792,3552.0,256958.0,2811.0,219511.0,60171000000.0,195827.10144572254,32.191573403174615,0.6494792183315458,15.716297986310883,29.986556455915203,146.2648579069588,6.259429422767277,1.7545878385080844,0.20593195119531793,[0.534 0.214 0.012 0.24 ],0.8542680126713315,3.254509671531511e-06,298467261.90387577,[21.295 22.326  0.962  1.915],17.619047618995307
14,[3777. 3960.  162.  542.],10081.0,201.60000000059856,[91.599 36.567  2.819 70.615],5838.191134323708,3190.0,263654.0,4487.0,230664.0,56889000000.0,195827.10144572254,28.956408760657407,0.5835928975300281,15.65182025592699,27.650931792819616,131.36944843353874,5.616303648542969,1.5596666997321695,0.2762622755679,[0.454 0.181 0.014 0.35 ],0.8748738877468197,3.442266544423747e-06,282187499.9991622,[18.735 19.643  0.804  2.688],15.823412698365718
15,[3830. 3995.  184.  519.],10081.0,201.60000000059856,[99.495 34.635  3.263 64.207],6062.078020347659,3690.0,238452.0,3021.0,205648.0,52993500000.0,195827.10144572254,30.066848627853425,0.6387461561353339,15.491518698541812,28.717453688824108,133.28557786518653,6.047499567694283,1.6312865787124293,0.28727308798730283,[0.494 0.172 0.016 0.318],0.8624293358831128,3.695304168355035e-06,262864583.33255288,[18.998 19.816  0.913  2.574],18.303571428517085
16,[4133. 4276.  142.  442.],10081.0,201.60000000059856,[103.927  38.26    1.965  57.448],6241.859542653658,4946.0,246255.0,3831.0,212536.0,58740000000.0,195827.10144572254,30.958533591180515,0.6383295308005403,15.35502430314453,29.291618259708393,132.5769195855532,6.17505312997703,1.6602519591310385,0.26535065965678006,[0.516 0.19  0.01  0.285],0.8630728310085074,3.3337947130698425e-06,291369047.61818254,[20.501 21.21   0.704  2.192],24.533730158657317
17,[4139. 4321.  198.  404.],10081.0,201.60000000059856,[106.619  39.799   2.492  52.69 ],6406.803170257569,4644.0,260311.0,2753.0,222912.0,60190500000.0,195827.10144572254,31.776625187271563,0.639837317726444,15.478424759448467,29.616885612184575,145.8335819072147,6.261551832466271,1.7599444499553616,0.19125086796944749,[0.529 0.197 0.012 0.261],0.8563295442758854,3.2534553035067417e-06,298563988.09435165,[20.531 21.434  0.982  2.004],23.03571428564589
18,[3683. 3930.  156.  521.],10081.0,201.60000000059856,[97.234 36.255  2.19  65.921],6023.370352064587,4246.0,259357.0,3459.0,224600.0,58807500000.0,195827.10144572254,29.87486535098056,0.5857157028072791,15.511556393214958,28.154031885984075,135.67965131134153,5.949807754258886,1.6429917666898126,0.278444598750124,[0.482 0.18  0.011 0.327],0.8659878083105527,3.329968140895677e-06,291703869.046753,[18.269 19.494  0.774  2.584],21.061507936445405
19,[3959. 4141.  141.  510.],10081.0,201.60000000059856,[99.614 37.591  2.476 61.919],6102.29660653052,3196.0,243899.0,3149.0,211448.0,52618500000.0,195827.10144572254,30.266325793723926,0.6314254538240555,15.630195417121318,28.781353503767836,130.7954744257198,5.82294500185074,1.5923023509572463,0.27080646761234006,[0.494 0.186 0.012 0.307],0.8669490239812382,3.721639754947833e-06,261004464.28493935,[19.638 20.541  0.699  2.53 ],15.853174603127535
20,[2720. 2848.  203.  561.],10081.0,201.60000000059856,[93.494 22.706  2.713 82.687],5684.863817125013,1532.0,166765.0,1585.0,136316.0,47692500000.0,195827.10144572254,28.195932036132376,0.6778494197004684,15.84822934232715,27.915130190013382,123.67182283603958,7.577824035302327,1.8108322587044936,0.3755579803590914,[0.464 0.113 0.013 0.41 ],0.817413725901718,4.106035570492688e-06,236569940.4754881,[13.492 14.127  1.007  2.783],7.599206349183787
21,[3220. 3301.  156.  532.],10081.0,201.60000000059856,[77.537 27.873  1.961 94.229],5197.175864136688,2404.0,227984.0,2516.0,202202.0,41026500000.0,195827.10144572254,25.777084932727956,0.5091359984128611,15.79942466025196,24.990991176804506,97.35967697009136,4.6812875673573675,1.2477928776907052,0.35571867870250967,[0.385 0.138 0.01  0.467],0.8869131167099445,4.773185659164748e-06,203504464.2851101,[15.972 16.374  0.774  2.639],11.92460317456777
22,[4848. 4865.   41.   43.],10081.0,201.60000000059856,[132.183  63.491   0.638   5.288],7530.329920719113,2652.0,224665.0,1663.0,191419.0,52873500000.0,195827.10144572254,37.34912171768207,0.8502926296995041,15.739708362265649,34.97262816161789,158.83382992005255,7.34350790628892,1.9636940779684555,0.05505406209701418,[0.656 0.315 0.003 0.026],0.852019673736452,3.703690912190843e-06,262269345.23731655,[24.048 24.132  0.203  0.213],13.154761904722848
23,[3037. 3202.  166.  605.],10081.0,201.60000000059856,[87.172 26.004  2.205 86.219],5507.8867323183695,1640.0,185059.0,2061.0,156540.0,44917500000.0,195827.10144572254,27.318156593187123,0.5941474060113318,15.827596468604305,26.727453560522275,109.17570206228429,6.508914152200625,1.5725622458089474,0.4010514829877988,[0.432 0.129 0.011 0.428],0.8458923910752787,4.359706160087328e-06,222805059.523148,[15.064 15.883  0.823  3.001],8.134920634896481
24,[2826. 2940.  184.  579.],10081.0,201.60000000059856,[86.426 23.311  2.516 89.347],5455.18978771154,1588.0,177401.0,1768.0,147919.0,46962000000.0,195827.10144572254,27.056788948078346,0.6003769467315003,15.855371490923519,26.54444477695278,113.10687242012438,6.877721887067185,1.64051185398274,0.41424461858942563,[0.429 0.116 0.012 0.443],0.8338115343205507,4.169905486259583e-06,232946428.57073694,[14.018 14.583  0.913  2.872],7.87698412696074
