time,pc,cluster_size,actual_rate,required_rate,arrival_rate,idle_ues,queued_ues,active_ues,signal_power,interference,sum_tx_power,avg_antennas,sm0_cnt,sm1_cnt,sm2_cnt,sm3_cnt,bs_0_n_ants,bs_0_conn_mode,bs_0_sleep_mode,bs_1_n_ants,bs_1_conn_mode,bs_1_sleep_mode,bs_2_n_ants,bs_2_conn_mode,bs_2_sleep_mode,bs_3_n_ants,bs_3_conn_mode,bs_3_sleep_mode,bs_4_n_ants,bs_4_conn_mode,bs_4_sleep_mode,bs_5_n_ants,bs_5_conn_mode,bs_5_sleep_mode,bs_6_n_ants,bs_6_conn_mode,bs_6_sleep_mode,bs_7_n_ants,bs_7_conn_mode,bs_7_sleep_mode,bs_8_n_ants,bs_8_conn_mode,bs_8_sleep_mode,bs_9_n_ants,bs_9_conn_mode,bs_9_sleep_mode,bs_10_n_ants,bs_10_conn_mode,bs_10_sleep_mode,bs_11_n_ants,bs_11_conn_mode,bs_11_sleep_mode,bs_12_n_ants,bs_12_conn_mode,bs_12_sleep_mode,bs_13_n_ants,bs_13_conn_mode,bs_13_sleep_mode,bs_14_n_ants,bs_14_conn_mode,bs_14_sleep_mode,bs_15_n_ants,bs_15_conn_mode,bs_15_sleep_mode,bs_16_n_ants,bs_16_conn_mode,bs_16_sleep_mode,bs_17_n_ants,bs_17_conn_mode,bs_17_sleep_mode,bs_18_n_ants,bs_18_conn_mode,bs_18_sleep_mode,bs_19_n_ants,bs_19_conn_mode,bs_19_sleep_mode,bs_20_n_ants,bs_20_conn_mode,bs_20_sleep_mode,bs_21_n_ants,bs_21_conn_mode,bs_21_sleep_mode,bs_22_n_ants,bs_22_conn_mode,bs_22_sleep_mode,bs_23_n_ants,bs_23_conn_mode,bs_23_sleep_mode,bs_24_n_ants,bs_24_conn_mode,bs_24_sleep_mode,reward,pc_kw,se,qos_reward,drop_ratio
"Mon, 17:14",842.2823116501072,20,222.00833156163355,37.63597100027624,329.99999999999983,0,0,5,3.275873700574419e-11,1.2432641656415021e-14,9.4,15.84,6,18,0,1,16,1,0,16,-1,1,16,0,1,16,1,3,16,1,0,16,0,1,16,0,1,16,-1,1,16,0,1,16,-1,0,16,-1,1,16,0,1,16,0,1,16,0,1,16,-1,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,-1,1,14,0,1,16,0,1,16,1,0,16,1,0,14,1,0,-0.23480791565834042,0.8422823116501073,4.218158299671037,0.1863332401667132,0.0
"Mon, 17:15",1023.5075269072101,20,405.69620004820916,22.844884971922447,329.99999999999983,0,0,4,1.7387068544925388e-09,1.7409575029584183e-13,36.80000000000001,15.92,23,1,0,1,16,1,0,16,1,0,16,1,0,16,-1,3,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,0,1,-0.34002046446693157,1.0235075269072103,9.634767465195901,0.17173329898667353,0.0
"Mon, 17:16",953.8846085665657,20,315.04956285436214,33.39433430789839,344.99999999999983,0,0,7,2.666598860378552e-11,2.6903520872237026e-14,9.6,16.0,6,18,0,1,16,1,0,16,-1,1,16,0,1,16,1,3,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,1,0,16,0,1,16,1,0,16,1,0,-0.2914423506582713,0.9538846085665658,4.275672638737772,0.1854999536250116,0.0
"Mon, 17:17",1054.6019808239432,20,435.387926245389,15.46965814503251,329.9999999999999,0,0,4,8.048074823510696e-10,1.6398926092127485e-13,38.40000000000001,16.0,24,0,0,1,16,1,0,16,1,0,16,1,0,16,-1,3,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.344729587922172,1.0546019808239433,10.337436099799165,0.18257140248979964,0.0
"Mon, 17:18",865.1012383127054,20,111.3144861330491,15.806664309301922,314.99999999999983,0,0,3,6.697913725740316e-12,2.1244915741851537e-15,3.2,15.92,2,22,0,1,16,1,0,16,-1,1,16,0,1,14,0,3,16,1,0,16,0,1,16,0,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,-0.24421733290634093,0.8651012383127054,3.524958727546555,0.18833328625001175,0.0
"Mon, 17:19",1037.4218479757687,20,394.97290720518043,10.079679541728005,359.99999999999983,0,0,4,5.849374329224166e-10,5.646755493179427e-13,36.80000000000001,16.0,23,2,0,0,16,1,0,16,1,0,16,1,0,16,1,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,-1,1,16,1,0,16,1,0,16,1,0,16,1,0,-0.3349331768397312,1.0374218479757689,9.380606546123035,0.18377774714815326,0.0
"Mon, 17:20",904.5535189918871,20,217.36710759849763,31.026266022102593,404.9999999999998,0,0,6,4.240867719515415e-10,3.028960136227618e-13,4.6000000000000005,15.84,3,21,1,0,16,1,0,16,-1,1,16,0,1,14,-1,2,16,1,0,16,0,1,16,0,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,14,1,0,16,0,1,16,0,1,16,0,1,16,0,1,-0.26277680687093175,0.9045535189918872,3.441645870309546,0.18949995262501185,0.0
"Mon, 17:21",1094.3884651587825,20,302.96441650753593,19.80735446126475,404.9999999999998,0,0,3,5.848531728905486e-10,7.803785751564203e-14,39.600000000000016,15.84,25,0,0,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.3628238826946153,1.0943884651587825,10.250589363817229,0.18437034988477594,0.0
"Mon, 17:22",826.9109063294352,20,168.33618010920696,17.014296522628428,404.9999999999998,0,0,4,1.4157184154226172e-11,7.50780427870176e-15,8.8,15.68,6,19,0,0,16,1,0,16,-1,1,16,0,1,16,-1,0,16,1,0,16,0,1,16,0,1,16,-1,1,16,0,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,12,1,0,16,0,1,16,0,1,14,1,0,14,1,0,-0.24145551049803185,0.8269109063294352,3.9979842775936656,0.17199994266668575,0.0
"Mon, 17:23",1057.7545655526344,20,216.89725049503755,2.5434494370869025,404.9999999999998,0,0,2,8.607228755843647e-10,2.625047301722948e-14,39.20000000000001,15.68,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,12,1,0,16,1,0,16,1,0,14,1,0,14,1,0,-0.349877327526306,1.0577545655526344,10.962076802934407,0.17899995525001117,0.0
"Mon, 17:24",767.8082945385479,20,93.33618917767018,4.6651377365106494,404.9999999999998,0,0,2,1.140079924180735e-11,2.4243087447433808e-14,7.000000000000001,15.52,5,20,0,0,16,1,0,16,-1,1,16,-1,1,16,-1,1,16,1,0,16,-1,1,16,-1,1,16,-1,1,16,0,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,14,0,1,16,0,1,16,0,1,16,0,1,12,1,0,16,0,1,16,-1,1,14,1,0,12,1,0,-0.19357090910255975,0.7678082945385479,4.61112615876554,0.1903332381667142,0.0
"Mon, 17:25",716.5850916437281,20,0.0,0.0,404.9999999999998,0,0,0,0.0,0.0,1.6,15.6,1,19,2,3,16,1,0,16,1,1,16,-1,1,16,1,2,16,0,3,16,1,1,16,1,1,16,1,1,16,0,1,16,1,2,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,12,1,1,16,1,1,16,1,1,14,1,3,12,1,3,-0.17429263782181806,0.7165850916437281,0.0,0.18399990800004598,0.0
"Mon, 17:26",669.4347708589552,20,371.48430763819584,19.08183810621389,404.9999999999998,0,0,5,6.702347634350683e-11,7.599325667881873e-14,19.400000000000002,14.88,13,0,0,12,16,1,0,16,1,0,16,1,3,16,1,0,16,-1,3,14,1,3,14,1,0,16,1,0,16,1,0,16,-1,3,14,1,3,14,1,0,14,1,0,14,1,0,14,1,3,14,1,3,14,1,0,14,1,0,14,1,0,14,1,3,14,1,3,16,1,3,16,1,0,16,-1,3,14,-1,3,-0.14371748092942987,0.6694347708589552,7.058201845125721,0.19099990450004772,0.0
"Mon, 17:27",674.7336871967972,19,90.76348385497532,25.731774039473304,404.9999999999998,0,0,5,1.3063420077459953e-11,1.118079851939784e-13,19.2,16.0,12,1,0,12,16,1,0,16,0,0,16,0,3,16,0,0,16,1,3,16,-1,3,16,0,0,16,0,0,16,-1,1,16,-1,3,16,-1,3,16,0,0,16,0,0,16,0,0,16,-1,3,16,-1,3,16,0,0,16,0,0,16,0,0,16,-1,3,16,0,3,16,0,3,16,0,0,16,1,3,16,1,3,-0.15820022172338744,0.6747336871967972,1.7245061932445307,0.17916662187501115,0.0
"Mon, 17:28",660.6119238721468,18,279.0633821099042,17.450886784774227,404.9999999999998,0,0,4,2.6905503661724026e-10,3.753737412662774e-14,17.599999999999998,16.0,11,2,0,12,16,1,0,16,1,0,16,1,3,16,1,0,16,1,3,16,1,3,16,1,0,16,1,0,16,1,0,16,1,3,16,1,3,16,1,0,16,0,1,16,1,0,16,1,3,16,1,3,16,1,0,16,0,1,16,1,0,16,1,3,16,-1,3,16,-1,3,16,1,0,16,-1,3,16,1,3,-0.15180600656106225,0.6606119238721468,6.9101032207834425,0.17849995537501118,0.0
"Mon, 17:29",673.0746910959457,18,204.82781067679036,12.634426145589094,404.9999999999998,0,0,4,1.1922838876186838e-11,1.1811277799187575e-14,19.2,16.0,12,1,0,12,16,1,0,16,0,0,16,0,3,16,0,0,16,1,3,16,-1,3,16,0,0,16,0,0,16,-1,1,16,-1,3,16,-1,3,16,0,0,16,1,0,16,0,0,16,-1,3,16,-1,3,16,0,0,16,1,0,16,0,0,16,-1,3,16,1,3,16,1,3,16,1,0,16,1,3,16,0,3,-0.1532041038812604,0.6730746910959458,4.86466050357377,0.18333324166671247,0.0
"Mon, 17:30",542.9961015522582,18,357.25327515094955,53.87327474149876,404.9999999999998,0,0,9,1.5740541959136127e-10,1.0810935024148313e-13,8.0,16.0,5,9,0,11,16,1,0,16,0,1,16,0,3,16,0,1,16,1,0,16,1,3,16,0,1,16,0,1,16,-1,1,16,1,3,16,1,3,16,0,1,16,0,0,16,0,1,16,-1,3,16,1,3,16,0,1,16,0,0,16,0,1,16,-1,3,16,0,3,16,0,3,16,1,0,16,0,3,16,0,3,-0.10049813627608639,0.5429961015522582,3.771006793260022,0.1709999145000427,0.0
"Mon, 17:31",789.2557226957958,18,726.4759436798947,32.61397813765541,404.9999999999998,0,0,11,1.7686857625145935e-10,2.3694805270786676e-13,28.800000000000008,16.0,18,7,0,0,16,1,0,16,1,0,16,1,1,16,1,0,16,1,0,16,-1,0,16,1,0,16,1,0,16,1,0,16,-1,0,16,-1,0,16,1,0,16,1,0,16,1,0,16,1,1,16,-1,0,16,1,0,16,1,0,16,1,0,16,1,1,16,1,1,16,1,1,16,1,0,16,1,1,16,1,1,-0.21985011269974492,0.7892557226957958,6.274110422690001,0.174777748648153,0.0
"Mon, 17:32",914.7436902921031,18,93.71814995955738,27.164136566174736,359.9999999999998,0,0,4,3.3554249472683963e-12,1.2425234315267013e-15,9.6,15.92,6,19,0,0,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,1,0,16,0,1,16,0,1,14,0,1,16,-1,0,16,1,0,16,0,1,16,0,1,16,0,1,16,-1,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,-0.2795536794931575,0.9147436902921031,2.225806061539488,0.17781816565289404,0.0
"Mon, 17:33",989.5882412561456,18,114.06565201515231,1.696832475671985,344.99999999999983,0,0,1,8.907187521230465e-10,1.2890616328971606e-13,33.20000000000001,15.76,21,3,1,0,16,1,1,14,1,0,16,1,0,14,1,2,16,0,0,16,1,1,16,1,0,16,1,0,14,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,1,16,1,0,16,1,0,16,1,0,16,1,0,-0.3137941507947345,0.9895882412561456,10.836236941439468,0.18099996983333835,0.0
"Mon, 17:34",647.2539197468135,18,40.51764046328181,3.4966261368629943,329.99999999999983,0,0,1,3.1064111389376057e-12,0.0,10.8,15.2,7,11,0,7,16,1,0,14,-1,3,16,1,0,12,-1,1,14,1,0,14,-1,3,14,-1,3,16,0,1,16,0,1,16,0,0,14,-1,3,14,-1,3,16,0,1,16,0,1,16,0,1,14,1,3,16,0,1,16,0,1,16,0,1,16,0,1,16,1,3,16,0,1,14,1,0,16,0,0,16,0,0,-0.13329372170669251,0.6472539197468135,3.8491758440117714,0.1903332381667142,0.0
"Mon, 17:35",657.3796822350314,18,6.9423305708429295,4.993503911134305,254.9999999999999,0,0,1,1.231888220156635e-13,0.0,2.8000000000000003,15.36,2,13,1,9,16,1,1,12,1,3,16,0,1,14,-1,1,14,0,0,14,1,3,16,1,3,16,1,1,14,1,0,16,0,2,16,1,3,16,1,3,16,1,1,16,1,1,16,1,1,16,1,3,16,1,1,16,1,1,16,-1,1,16,1,3,16,1,3,14,1,3,16,-1,1,16,1,1,14,1,1,-0.15202326278413822,0.6573796822350314,0.6595214042300783,0.17666657833337748,0.0
"Mon, 17:36",621.2307011633494,19,228.4920315526249,9.457424040962277,224.9999999999999,0,0,4,4.3962540803085205e-11,1.687995835477409e-14,18.200000000000003,14.88,12,0,0,13,16,1,0,14,1,3,16,1,3,16,1,0,16,1,0,16,1,3,14,1,3,14,1,0,14,1,0,14,1,3,16,1,3,14,1,3,14,1,0,14,1,0,14,1,0,14,1,3,16,1,0,16,1,0,16,1,0,14,-1,3,16,1,3,12,1,3,16,1,0,14,1,3,16,1,3,-0.11994887458148401,0.6212307011633494,5.635535316762157,0.1906664760001907,0.0
"Mon, 17:37",640.364491157057,19,150.2482691046485,27.42136386795272,224.9999999999999,0,0,6,4.018752422685505e-12,7.685508146201353e-14,17.2,15.68,11,1,0,13,16,1,0,16,-1,3,16,0,3,16,-1,1,16,1,0,16,-1,3,16,-1,3,12,0,0,16,0,0,16,-1,3,16,-1,3,16,-1,3,16,0,0,16,0,0,16,0,0,16,-1,3,16,0,0,16,0,0,16,0,0,14,1,3,16,0,3,14,0,3,16,0,0,16,0,3,16,1,3,-0.13773786194887866,0.6403644911570571,2.378930927490268,0.18244438362964988,0.0
"Mon, 17:38",657.0170723979235,19,160.90058450573326,0.5606872266402453,224.9999999999999,0,0,2,5.513027108024962e-11,7.93507789238318e-15,19.0,15.84,12,0,0,13,16,1,0,16,1,3,16,1,3,16,1,0,16,1,0,16,1,3,16,1,3,14,1,0,16,1,0,16,1,3,16,1,3,16,1,3,16,1,0,16,1,0,16,1,0,16,1,3,16,1,0,16,1,0,16,1,0,16,-1,3,16,1,3,14,1,3,16,1,0,16,-1,3,16,1,3,-0.15234191357395077,0.6570170723979235,7.64277776402233,0.17616662262501098,0.0
"Mon, 17:39",532.8967699902769,19,156.73271283418543,28.84576894289521,224.9999999999999,0,0,5,3.117867947274461e-12,5.2389396266795834e-15,12.799999999999999,15.84,8,11,0,6,16,1,0,16,-1,1,16,0,3,16,-1,1,16,1,0,16,-1,0,16,-1,1,14,-1,1,16,0,1,16,-1,3,16,-1,0,16,-1,1,16,0,1,16,0,1,16,0,1,16,-1,0,16,0,1,16,0,1,16,1,0,16,-1,3,16,-1,0,14,-1,3,16,1,0,16,1,3,16,-1,3,-0.09144847249509475,0.5328967699902769,2.977921543849523,0.1749999125000437,0.0
"Mon, 17:40",901.3147398379509,20,366.18277739529265,5.183731342651307,224.9999999999999,0,0,4,4.55276941400617e-10,2.770089703664805e-13,30.20000000000001,15.76,19,0,0,6,16,1,0,16,1,0,16,1,3,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,16,1,3,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,3,16,1,0,12,1,3,16,1,0,16,1,3,16,1,3,-0.26987962227082235,0.901314739837951,8.6968409631382,0.18077774764815313,0.0
"Mon, 17:41",672.6344606947151,20,88.09187453669847,31.726858183261804,224.9999999999999,0,0,5,1.6652206387523908e-12,3.693855058564657e-15,11.0,15.92,7,17,0,1,16,1,0,16,0,1,16,0,0,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,-1,1,16,-1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,-1,0,16,0,1,14,0,0,16,0,1,16,0,0,16,0,3,-0.15298394284734612,0.6726344606947151,1.6737456161972708,0.18333328750001143,0.0
"Mon, 17:42",1083.7049668282532,20,523.6540414737749,12.294683028230292,224.9999999999999,0,0,5,7.17905128200791e-10,1.7252594041113726e-13,38.20000000000001,15.92,24,1,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,16,1,0,16,1,1,-0.3607096521488168,1.0837049668282532,10.023607505078836,0.18114283126530983,0.0
"Mon, 17:43",806.6241316192786,20,74.75745374644009,18.726807416582364,224.9999999999999,0,0,4,4.9412056737695705e-12,1.321467399453628e-14,3.2,16.0,2,23,0,0,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,-0.2218454354362987,0.8066241316192786,1.775489526477952,0.1814666303733406,0.0
"Mon, 17:44",998.0798432907828,20,425.88657096691804,8.486124490994321,224.9999999999999,0,0,4,5.005953231542443e-10,9.762905385138597e-14,35.000000000000014,15.84,22,1,1,1,16,1,0,16,1,0,14,1,0,16,1,0,16,-1,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,-1,2,16,1,0,16,1,0,16,1,0,14,1,3,-0.3115399685203797,0.9980798432907828,10.114806060464304,0.1874999531250117,0.0
"Mon, 17:45",825.8730892709743,20,115.68477908739179,37.342170814362035,224.9999999999999,0,0,6,3.2852429137404114e-12,1.8540615859297963e-14,6.4,16.0,4,20,0,1,16,1,0,16,-1,1,16,0,1,16,-1,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,0,16,0,3,-0.23026992363547577,0.8258730892709744,1.8316756688837035,0.1826666210000114,0.0
"Mon, 17:46",1047.829949705269,20,417.46689465883384,9.738684940232638,224.9999999999999,0,0,4,1.0218429706993132e-09,1.3420768125375628e-13,38.40000000000001,16.0,24,0,0,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,3,-0.34335944938966656,1.047829949705269,9.914838748147304,0.18055552546296794,0.0
"Mon, 17:47",750.3512936009275,20,39.68567283905632,13.662319950141294,224.9999999999999,0,0,3,3.9375064925426183e-13,9.991937698106106e-16,3.2,16.0,2,21,1,1,16,1,0,16,-1,1,16,0,1,16,-1,1,16,1,0,16,0,2,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,3,-0.19567569167545257,0.7503512936009276,1.2567129732367832,0.1794999551250112,0.0
"Mon, 17:48",974.6936945726753,20,337.54030078734417,27.27763402733095,224.9999999999999,0,0,3,5.959551000891404e-10,3.5952042388774187e-14,33.60000000000001,16.0,21,2,0,2,16,1,1,16,1,0,16,1,0,16,1,0,16,-1,3,16,1,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,3,-0.3000135607863259,0.9746936945726753,10.688776191599231,0.18733328650001171,0.0
"Mon, 17:49",824.3108064234339,20,197.32319329187752,20.015326535855916,254.9999999999999,0,0,4,1.710254191414669e-11,3.773271107166419e-15,12.799999999999999,15.92,8,16,0,1,16,1,0,16,-1,1,16,1,0,16,-1,1,16,1,3,14,0,1,16,-1,1,16,-1,1,16,0,1,16,-1,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,1,0,16,1,0,16,1,0,16,0,0,-0.23915544646170614,0.8243108064234339,4.68642584068209,0.1729999567500108,0.0
"Mon, 17:50",1060.9573133877564,20,351.6792535489798,5.618168775974069,299.9999999999999,0,0,3,1.1488050034308023e-09,1.2594294011971868e-13,36.80000000000001,16.0,23,1,0,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,3,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,1,16,1,0,16,1,0,16,1,0,-0.34858979811979907,1.0609573133877563,11.201766323909931,0.1818888585740791,0.0
"Mon, 17:51",758.2237473412374,20,307.71586350364475,13.698158427879196,329.99999999999983,0,0,4,3.010915106744202e-10,8.917477028018244e-15,9.4,15.92,6,18,0,1,16,1,0,16,-1,1,16,0,1,16,-1,1,16,1,3,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,-1,1,16,0,1,16,0,1,16,1,0,16,1,0,16,-1,1,16,1,0,14,1,0,16,0,0,-0.19422304641133892,0.7582237473412374,7.308251758211563,0.1848888272592798,0.0
"Mon, 17:52",984.7133661026975,20,234.57655692118544,3.583353814510868,314.99999999999983,0,0,2,1.159001863389005e-09,7.201204779088983e-14,32.00000000000001,16.0,20,4,0,1,16,1,1,16,1,0,16,1,0,16,1,0,16,1,3,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,0,1,16,0,0,16,1,0,16,0,1,16,0,1,16,1,0,-0.30635672025134136,0.9847133661026976,11.246205183526598,0.1859999628000074,0.0
"Mon, 17:53",779.8771767190852,20,112.35113235114562,23.303342324058573,314.99999999999983,0,0,3,5.280870594474797e-12,0.0,12.6,15.84,8,16,0,1,16,1,0,16,-1,3,16,0,1,16,0,0,14,-1,0,16,1,0,16,0,1,16,0,1,16,0,1,16,0,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,14,0,1,16,0,1,16,0,1,16,1,0,16,-1,1,16,0,1,16,1,0,16,1,0,16,0,1,-0.1986053506928282,0.7798771767190853,3.5577858577862784,0.19133323766671445,0.0
"Mon, 17:54",996.9463504385769,20,636.0176323605714,25.439317435013542,314.99999999999983,0,0,7,6.26027429469544e-10,3.9607550657033806e-13,35.00000000000001,15.76,22,1,1,1,16,1,0,16,1,3,16,1,0,16,1,0,12,-1,2,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,-1,1,-0.32513988521927767,0.9969463504385769,9.339491467966312,0.1733332900000108,0.0
"Mon, 17:55",897.5878759503795,20,140.4845442574241,25.908801462218975,314.99999999999983,0,0,5,1.3810025845831085e-11,1.960717307868752e-14,7.799999999999999,15.84,5,19,0,1,16,1,0,16,-1,3,16,0,1,16,0,1,14,1,0,16,0,1,16,0,1,14,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,0,16,0,1,16,0,1,16,0,1,16,1,0,16,1,0,-0.2629844407098798,0.8975878759503795,2.669206340891057,0.1858094972653099,0.0
"Mon, 17:56",1016.9835432081603,20,119.52587655374097,3.0588834482416782,314.99999999999983,0,0,1,8.231122391374379e-10,0.0,30.200000000000006,15.84,19,5,0,1,16,1,1,16,1,3,16,1,1,16,1,0,14,1,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,0,1,16,1,0,-0.3270251412307396,1.0169835432081604,11.411482007669013,0.1814666303733406,0.0
"Mon, 17:57",760.9111446194606,20,74.06102253877043,4.479460641073898,314.99999999999983,0,0,1,3.360909129994248e-11,0.0,11.2,15.92,7,16,0,2,16,1,0,16,-1,3,16,-1,1,16,-1,1,16,1,0,16,1,0,16,0,3,16,-1,1,14,-1,1,16,-1,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,-1,1,16,1,0,16,1,0,16,-1,1,16,1,0,16,1,0,-0.1897890963095396,0.7609111446194606,7.035797141183192,0.1906664760001907,0.0
"Mon, 17:58",948.2946911329631,20,327.112635881741,9.136372460383502,314.99999999999983,0,0,4,3.292847139774298e-10,1.7165872638216356e-13,31.60000000000001,15.76,20,4,0,1,16,1,0,14,1,1,16,1,0,14,1,0,16,1,0,16,1,0,16,0,3,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,16,-1,1,16,1,0,16,0,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,0,1,-0.29681410089977056,0.948294691132963,8.59622710535108,0.177333244666711,0.0
"Mon, 17:59",877.3861476451715,20,246.46563461548266,31.74510007128742,314.99999999999983,0,0,6,5.919860148976717e-11,2.0418475614576726e-14,8.0,16.0,5,19,0,1,16,1,0,16,-1,1,16,0,1,16,-1,1,16,1,0,16,0,1,16,1,3,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,-0.2520264538225741,0.8773861476451715,3.902372548078476,0.18666662000001166,0.0
