time,pc,cluster_size,actual_rate,required_rate,arrival_rate,idle_ues,queued_ues,active_ues,signal_power,interference,sum_tx_power,avg_antennas,sm0_cnt,sm1_cnt,sm2_cnt,sm3_cnt,bs_0_n_ants,bs_0_conn_mode,bs_0_sleep_mode,bs_1_n_ants,bs_1_conn_mode,bs_1_sleep_mode,bs_2_n_ants,bs_2_conn_mode,bs_2_sleep_mode,bs_3_n_ants,bs_3_conn_mode,bs_3_sleep_mode,bs_4_n_ants,bs_4_conn_mode,bs_4_sleep_mode,bs_5_n_ants,bs_5_conn_mode,bs_5_sleep_mode,bs_6_n_ants,bs_6_conn_mode,bs_6_sleep_mode,bs_7_n_ants,bs_7_conn_mode,bs_7_sleep_mode,bs_8_n_ants,bs_8_conn_mode,bs_8_sleep_mode,bs_9_n_ants,bs_9_conn_mode,bs_9_sleep_mode,bs_10_n_ants,bs_10_conn_mode,bs_10_sleep_mode,bs_11_n_ants,bs_11_conn_mode,bs_11_sleep_mode,bs_12_n_ants,bs_12_conn_mode,bs_12_sleep_mode,bs_13_n_ants,bs_13_conn_mode,bs_13_sleep_mode,bs_14_n_ants,bs_14_conn_mode,bs_14_sleep_mode,bs_15_n_ants,bs_15_conn_mode,bs_15_sleep_mode,bs_16_n_ants,bs_16_conn_mode,bs_16_sleep_mode,bs_17_n_ants,bs_17_conn_mode,bs_17_sleep_mode,bs_18_n_ants,bs_18_conn_mode,bs_18_sleep_mode,bs_19_n_ants,bs_19_conn_mode,bs_19_sleep_mode,bs_20_n_ants,bs_20_conn_mode,bs_20_sleep_mode,bs_21_n_ants,bs_21_conn_mode,bs_21_sleep_mode,bs_22_n_ants,bs_22_conn_mode,bs_22_sleep_mode,bs_23_n_ants,bs_23_conn_mode,bs_23_sleep_mode,bs_24_n_ants,bs_24_conn_mode,bs_24_sleep_mode,reward,pc_kw,se,qos_reward,drop_ratio
"Mon, 18:02",1131.0401092484915,20,534.8705691000392,13.507666127169355,284.9999999999999,0,0,6,2.6277145576816033e-10,2.139458025176209e-13,39.600000000000016,15.84,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,14,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.3861867437075762,1.1310401092484914,8.468784010750621,0.17933331091666949,0.0
"Mon, 18:03",971.4357504661848,20,318.0677950452824,28.670211310908304,284.9999999999999,0,0,7,1.134385065795899e-10,1.008772507566318e-13,11.2,16.0,7,18,0,0,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.29994012841827244,0.9714357504661848,4.316634361328832,0.18577774681481996,0.0
"Mon, 18:04",1077.3641816904274,20,401.15613712234983,16.79618831997446,299.9999999999999,0,0,4,5.63165526669691e-10,1.2288909663046845e-13,38.40000000000001,16.0,24,1,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,-1,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.3548725932941895,1.0773641816904274,9.69805064877883,0.1838094975510242,0.0
"Mon, 18:05",821.9735786903655,20,302.6559028796553,36.60070356300323,344.99999999999983,0,0,7,1.4097261750311145e-11,1.6314685478778507e-14,9.4,15.92,6,19,0,0,16,1,0,16,-1,1,16,0,1,16,-1,1,16,1,0,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,14,1,0,16,1,0,-0.23312015825184226,0.8219735786903655,4.107472967652465,0.17786663109334047,0.0
"Mon, 18:06",1158.3832377779374,20,1046.4511793752401,46.79111163795285,539.9999999999998,0,0,11,9.852284962597975e-10,4.5265871950434174e-13,40.000000000000014,16.0,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.3947249706689669,1.1583832377779375,9.037532912786165,0.18446664822000186,0.0
"Mon, 18:07",949.8849801873357,20,131.28413581292813,32.520460795371925,539.9999999999998,0,0,6,7.705303080441943e-12,3.1789434500776284e-15,4.800000000000001,15.84,3,22,0,0,16,1,0,16,-1,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,14,-1,1,14,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,-0.29185159764738533,0.9498849801873357,2.0786654837046954,0.18309089244628252,0.0
"Mon, 18:08",1127.6711046756918,20,573.4440043709238,16.218764236414735,599.9999999999997,0,0,5,1.7387016818453753e-09,3.668289927322064e-13,39.60000000000001,15.84,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,-0.38331705387693826,1.1276711046756918,10.895436083047553,0.1805184984609076,0.0
"Mon, 18:09",846.0889150818782,20,184.04631324085466,71.83282499648327,599.9999999999997,0,0,6,1.7124558893437488e-11,1.71628111048452e-14,4.800000000000001,16.0,3,22,0,0,16,1,0,16,-1,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,-0.2378444945809317,0.8460889150818782,2.9140666263135313,0.1851999629600074,0.0
"Mon, 18:10",1080.6023144918104,20,419.727481984385,7.09072937947963,599.9999999999997,0,0,4,6.526504499590047e-10,2.683792936894287e-13,40.000000000000014,16.0,25,0,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.37953927544998356,1.0806023144918104,9.968527697129144,0.16076188179592166,0.0
"Mon, 18:11",829.542119029258,20,218.03016486368034,36.76580537864383,599.9999999999997,0,0,8,7.278579853823952e-12,2.644480630852093e-14,4.6000000000000005,15.84,3,21,0,1,16,1,0,16,-1,3,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,14,1,0,16,0,1,14,0,1,16,0,1,16,0,1,-0.22477110701461717,0.829542119029258,2.5891082077562038,0.18999995250001184,0.0
"Mon, 18:12",1104.622616758606,20,610.4128782202522,12.566181425761018,599.9999999999997,0,0,6,7.106335960282981e-10,3.1420042982478236e-13,38.20000000000001,15.92,24,0,0,1,16,1,0,16,1,3,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.3691779933593011,1.104622616758606,9.664870571820657,0.18313331502000185,0.0
"Mon, 18:13",892.8822137782037,20,107.10097965520421,18.566683376654087,599.9999999999997,0,0,3,2.6922527093317257e-12,1.9219766010103182e-14,6.200000000000001,15.92,4,20,0,1,16,1,0,16,-1,3,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,14,1,0,16,0,1,16,0,1,16,0,1,16,1,0,-0.2579649433380775,0.8928822137782036,3.3915310224147994,0.18847616355102428,0.0
"Mon, 18:14",1031.0227876599656,20,421.9554664812507,19.23593238502126,599.9999999999997,0,0,4,9.94864446492845e-10,1.0138057095830985e-13,33.60000000000001,15.84,21,3,0,1,16,1,0,16,1,3,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,1,16,1,1,16,1,0,14,1,1,16,1,0,-0.3296781069549712,1.0310227876599656,10.021442328929703,0.1858332868750116,0.0
"Mon, 18:15",884.8546518001206,20,299.626549127565,30.773978021878847,599.9999999999997,0,0,7,8.92088514508773e-12,1.3236287165796528e-14,9.200000000000001,15.84,6,18,0,1,16,1,0,16,-1,3,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,14,1,0,16,-1,1,14,1,0,16,-1,1,16,1,0,-0.26059403802504894,0.8848546518001206,4.066360309588382,0.18183328787501135,0.0
"Mon, 18:16",1071.5254606018918,20,339.09247410845984,10.892400676643488,599.9999999999997,0,0,3,9.999774109668905e-10,7.687636385013683e-14,36.80000000000001,16.0,23,2,0,0,16,1,0,16,1,1,16,1,0,16,1,0,16,1,0,16,-1,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.35449608176094405,1.0715254606018918,10.737928346767893,0.18126664854000185,0.0
"Mon, 18:17",940.4172588576844,20,277.01378221166976,52.83123580312067,599.9999999999997,0,0,5,1.0629987354004686e-10,1.2693631439502879e-14,9.4,15.92,6,19,0,0,16,1,0,16,-1,1,16,-1,1,16,0,1,16,1,0,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,14,1,0,16,1,0,-0.2835420094288305,0.9404172588576843,5.310896430422162,0.18666662000001166,0.0
"Mon, 18:18",1076.79943349165,20,324.5447703590545,11.653597408487386,599.9999999999997,0,0,3,1.563644036533351e-09,1.3962333645519326e-13,36.80000000000001,16.0,23,2,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,1,16,1,1,16,1,0,16,1,0,16,1,0,-0.36811402678663785,1.07679943349165,11.54384996089116,0.17028568995918716,0.0
"Mon, 18:19",804.6122859069709,20,45.24940563051299,4.686541480747322,599.9999999999997,0,0,1,4.3895748580783345e-12,0.0,6.4,15.84,4,20,0,1,16,1,0,16,-1,3,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,14,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,-1,1,14,0,1,16,0,1,16,1,0,-0.21475064991642756,0.8046122859069709,4.298693534898733,0.18755549303705787,0.0
"Mon, 18:20",948.2770561597848,20,355.19667000570433,12.413041630685743,584.9999999999998,0,0,3,1.159027193731482e-09,7.315309624667694e-14,36.40000000000001,15.76,23,0,0,2,16,1,0,14,1,3,14,1,0,14,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,3,16,1,0,-0.28480538407970307,0.9482770561597849,11.247894550180638,0.18933314400018936,0.0
"Mon, 18:21",863.7032442458138,20,383.2731563437657,46.422670811677115,599.9999999999998,0,0,9,4.459043302724995e-10,2.962263942164188e-14,6.4,15.92,4,19,0,2,16,1,0,16,-1,3,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,14,-1,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,1,3,16,1,0,-0.24651835056733082,0.8637032442458139,4.045661094739748,0.18533327155557613,0.0
"Mon, 18:22",1065.086586461618,20,918.2548589096817,20.40764297770526,524.9999999999998,0,0,10,3.550566409745725e-10,2.0134402400713947e-13,36.80000000000001,16.0,23,0,0,2,16,1,0,16,1,3,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,0,3,16,1,0,-0.35579331532455627,1.0650865864616181,8.723421159641976,0.1767499779062528,0.0
"Mon, 18:23",930.7954249480647,20,151.06511226287327,46.637946642170434,554.9999999999998,0,0,8,2.5891655499478454e-12,6.121053949240544e-15,3.2,16.0,2,21,0,2,16,1,0,16,-1,3,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,3,16,0,1,-0.27873106447403045,0.9307954249480647,1.79389820812162,0.18666664800000188,0.0
"Mon, 18:24",1053.8658063644978,20,518.1371109739744,27.284639399956752,539.9999999999998,0,0,5,6.970145130679246e-10,2.577165277202949e-13,36.80000000000001,16.0,23,1,0,1,16,1,0,16,1,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,3,16,1,0,-0.348599587682247,1.0538658063644977,9.844605108505514,0.1783333155000018,0.0
"Mon, 18:25",909.7247214059632,20,181.57712852336635,13.970717281948936,539.9999999999998,0,0,4,1.2848979101061332e-11,1.713976758222017e-14,8.0,15.92,5,20,0,0,16,1,0,16,-1,1,16,1,0,16,-1,1,16,1,0,16,0,1,16,0,1,16,-1,1,14,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,0,16,0,1,-0.2691290645163076,0.9097247214059633,4.312456802429951,0.18573329618667409,0.0
"Mon, 18:26",1046.1088995627274,20,344.2679333150697,19.1304958769631,539.9999999999998,0,0,4,1.6555773581089715e-09,2.53764150197498e-12,36.80000000000001,15.92,23,2,0,0,16,1,0,16,1,0,16,0,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,-1,1,-0.33585448722135625,1.0461088995627275,8.176363416232904,0.18719996256000748,0.0
"Mon, 18:27",999.4730320049806,20,270.7107709869416,55.02521455971527,539.9999999999998,0,0,10,8.497848604540812e-11,1.3211543038641655e-12,33.20000000000001,15.84,21,3,0,1,16,1,0,16,1,3,14,1,0,16,-1,1,16,1,0,16,0,0,16,0,0,16,-1,1,16,0,0,16,-1,1,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,14,1,0,-0.30840327833577585,0.9994730320049806,2.5717523243759457,0.19133323766671445,0.0
"Mon, 18:28",1178.2136318319529,20,902.0248015574134,35.30927692369119,539.9999999999998,0,0,12,6.39566409828798e-10,1.8864055881781376e-12,38.000000000000014,15.84,24,0,0,1,16,1,0,16,-1,3,14,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,-0.4147735000159747,1.178213631831953,7.14102967899619,0.17433331590000178,0.0
"Mon, 18:29",1017.9286690581324,20,264.0376246892206,14.66787381077642,539.9999999999998,0,0,5,2.567982900524715e-11,1.0906046540384705e-14,6.4,15.92,4,20,0,1,16,1,0,16,1,3,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,14,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,-0.3282421273670279,1.0179286690581324,5.035765925258267,0.1807222071620383,0.0
"Mon, 18:30",1036.6637456984065,20,232.30617796881006,8.436872055328527,539.9999999999998,0,0,2,1.0559158074082247e-09,4.2669231188104295e-14,36.80000000000001,16.0,23,1,0,1,16,1,0,16,-1,3,16,1,0,16,1,0,16,1,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.3342366610532811,1.0366637456984065,11.50657434122963,0.18409521179592214,0.0
"Mon, 18:31",707.8699646155347,20,130.00145909995234,64.3594101736298,539.9999999999998,0,0,7,2.106215062746933e-12,1.1372657414987162e-15,3.2,15.84,2,20,0,3,16,1,0,14,-1,3,16,0,1,16,-1,1,16,-1,1,16,0,1,16,0,3,14,-1,1,16,-1,3,16,-1,1,16,-1,1,16,0,1,16,0,1,16,-1,1,16,-1,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,-1,1,16,0,1,16,0,1,16,-1,1,16,1,0,16,0,1,-0.1679350753077209,0.7078699646155348,1.7643055163564958,0.18599990700004648,0.0
"Mon, 18:32",1006.9744456014819,20,289.8136488945785,6.949671389253128,539.9999999999998,0,0,3,3.5863059323748304e-10,7.471627721433103e-14,35.000000000000014,15.92,22,1,0,2,16,1,0,16,1,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,3,14,1,0,16,1,3,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.3321539139435946,1.006974445601482,9.534244890461844,0.17133330885714637,0.0
"Mon, 18:33",755.8940087014704,20,296.06173391915314,44.24222059966602,539.9999999999998,0,0,8,2.530559368175407e-11,4.8485517360940704e-14,7.600000000000001,15.68,5,17,0,3,16,1,0,16,-1,1,16,-1,1,16,-1,1,16,1,0,16,0,1,16,-1,3,16,0,3,16,-1,3,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,14,0,1,14,0,1,14,1,0,14,1,0,-0.19294705060072365,0.7558940087014704,3.5157330902899435,0.18499995375001155,0.0
"Mon, 18:34",1010.4981315858627,20,475.5418028925478,9.27710909299368,539.9999999999998,0,0,4,3.0853671143242387e-09,6.050598396551396e-14,35.00000000000001,15.92,22,0,0,3,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,3,16,1,3,16,1,3,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,14,1,0,16,1,0,16,1,0,16,1,0,-0.32351575063292953,1.0104981315858628,11.59156062369348,0.18173331516000185,0.0
"Mon, 18:35",799.4362932072272,20,351.4327622278803,52.66275710805718,539.9999999999998,0,0,8,2.3211344309971765e-09,7.548206123705006e-15,8.0,16.0,5,17,0,3,16,1,0,16,-1,1,16,0,1,16,-1,1,16,1,0,16,1,0,16,-1,3,16,-1,3,16,-1,3,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,1,0,16,0,1,-0.21171819360360183,0.7994362932072272,4.173264051456079,0.18799995300001177,0.0
"Mon, 18:36",968.4047593720948,20,326.5810453791281,11.577765316803621,539.9999999999998,0,0,3,6.864154260022395e-10,4.174816949433628e-14,33.60000000000001,16.0,21,2,0,2,16,1,0,16,1,3,16,1,0,16,1,0,16,1,0,16,1,0,16,1,1,16,1,3,16,1,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.30303573566521125,0.9684047593720948,10.34173310367239,0.18116664402083618,0.0
"Mon, 18:37",795.0536555072736,20,22.949680230959917,62.514052312959734,449.9999999999998,0,0,3,1.8058133011093156e-13,0.0,3.2,16.0,2,21,0,2,16,1,0,16,-1,3,16,0,1,16,-1,1,16,1,0,16,0,1,16,-1,1,16,-1,3,16,-1,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,-0.2144157776795424,0.7950536555072736,0.7267398739803973,0.1831110500740944,0.0
"Mon, 18:38",836.6272818563303,20,334.54878883423197,14.708671239378448,374.99999999999983,0,0,3,1.2211163346629588e-09,3.768952291641529e-13,35.20000000000001,15.84,22,0,2,1,16,1,0,16,1,3,16,1,0,16,1,0,16,1,0,16,1,0,14,0,2,14,0,2,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.27231367742815615,0.8366272818563304,10.594044979750679,0.14599996350000907,0.0
"Mon, 18:39",954.8949108626803,20,303.8361279225191,33.58663294339625,344.99999999999983,0,0,6,2.586205420347011e-11,2.2750565940701203e-14,27.000000000000007,15.84,17,7,0,1,16,1,0,16,1,3,16,0,1,16,0,1,16,1,0,14,0,1,16,1,0,14,1,0,16,0,0,16,0,1,16,0,1,16,0,0,16,0,0,16,0,0,16,0,1,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,1,16,1,0,16,0,0,-0.29011418454243043,0.9548949108626803,4.810738692106551,0.1873332708889097,0.0
"Mon, 18:40",1050.2360436991198,20,208.9316725560045,1.6388137743778497,299.9999999999999,0,0,2,5.277147414262318e-10,2.296057966595994e-14,33.40000000000001,15.92,21,3,0,1,16,1,0,16,-1,3,16,1,0,16,1,0,16,1,0,14,1,0,16,0,1,16,0,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,-1,1,16,1,0,16,1,0,16,1,0,16,1,0,-0.3436180445370571,1.0502360436991198,10.237226396622457,0.18149997731250284,0.0
"Mon, 18:41",723.0989354941892,20,46.87008656403242,75.221925252544,299.9999999999999,0,0,6,1.5978242096839517e-13,1.2127348401287936e-15,6.4,15.92,4,21,0,0,16,1,0,16,-1,1,16,0,1,16,-1,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,-1,1,16,0,1,16,0,1,16,0,1,16,0,1,16,-1,1,16,0,1,14,0,1,16,0,1,16,0,1,16,-1,1,16,-1,1,16,0,1,16,-1,1,16,0,0,16,1,0,-0.18054955824704932,0.7230989354941891,0.7421097039305131,0.18099990950004524,0.0
"Mon, 18:42",874.1502683985262,20,906.6731995091305,44.12808818227035,299.9999999999999,0,0,13,2.2718787957720386e-10,7.766329511855616e-13,27.000000000000007,15.92,17,2,6,0,16,1,0,16,0,1,16,1,0,16,1,0,16,1,0,16,-1,2,16,1,0,16,0,2,16,0,2,16,1,0,16,-1,2,16,1,0,16,1,0,16,1,0,16,-1,1,16,-1,2,14,1,0,16,1,0,16,1,0,16,-1,2,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.3450752261991712,0.8741502683985263,6.6256887656436465,0.09199990800009196,0.0
"Mon, 18:43",996.2303842382653,20,265.55739096782014,13.196605822358935,299.9999999999999,0,0,4,2.0895080588228548e-10,5.874239227648932e-14,27.200000000000006,16.0,17,8,0,0,16,1,0,16,1,0,16,0,1,16,0,1,16,1,0,16,1,0,16,0,0,16,1,0,16,1,0,16,0,1,16,1,0,16,0,0,16,0,0,16,0,0,16,1,0,16,1,0,16,0,0,16,0,0,16,0,0,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,-0.3263716155865872,0.9962303842382653,6.306988035485729,0.17174357653254538,0.0
"Mon, 18:44",1059.740274180465,20,316.1691160339832,12.215793516022533,299.9999999999999,0,0,3,2.281194671144424e-09,2.1871240115485902e-13,28.800000000000008,16.0,18,7,0,0,16,1,0,16,0,1,16,1,0,16,1,0,16,1,0,16,0,1,16,1,0,16,0,1,16,0,1,16,1,0,16,0,1,16,1,0,16,1,0,16,1,0,16,0,1,16,1,0,16,1,0,16,1,0,16,1,0,16,0,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,-0.3518701625188002,1.059740274180465,10.0120220077428,0.1779999745714322,0.0
"Mon, 18:45",948.9424849564351,20,286.94420610215093,30.72394281653546,299.9999999999999,0,0,4,4.2417828173999536e-11,4.528993243118991e-14,14.399999999999999,16.0,9,16,0,0,16,1,0,16,1,0,16,0,1,16,0,1,16,1,0,16,1,0,16,0,1,16,1,0,16,1,0,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,-0.2869157494411597,0.9489424849564352,6.814924894926085,0.18755549303705787,0.0
"Mon, 18:46",1054.110670363613,20,473.79472494609365,20.155847357787458,299.9999999999999,0,0,5,4.893502260571749e-10,6.14195513333284e-13,35.20000000000001,16.0,22,3,0,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,0,1,16,0,1,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16,-1,1,16,1,0,16,1,0,16,1,0,-0.34762678938588454,1.0541106703636132,9.00209977397578,0.17942854579592205,0.0
"Mon, 18:47",930.3575211773762,20,224.37934274896875,13.656588910800181,299.9999999999999,0,0,4,2.273921579518675e-10,4.5312603403140244e-14,9.6,16.0,6,19,0,0,16,1,0,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,0,1,16,1,0,16,1,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,1,0,16,0,1,16,1,0,16,0,1,-0.27984546432201396,0.9303575211773761,5.329009390288007,0.1853332962666741,0.0
