drop_ratio,ue_drop_ratio,cluster_size,avg_se,delay_ratio,qos_reward,pc_kw,reward,n_drop
0.0,0.0,6,6.017147190270563,0.0,0.0,0.6031717331559853,-0.30158586657799263,0.0
0.0,0.0,6,0.0,0.11000000000000006,0.004449997775001113,0.5428533453537965,-0.09342676167685374,0.0
0.0,0.0,6,4.023220066867594,0.0,0.0,0.4494345112643068,-0.2247172556321534,0.0
0.0,0.0,6,2.9615576639736956,0.14666666666666675,0.004266662400004268,0.39166301061766085,-0.025165009308659725,0.0
0.0,0.0,6,1.741596604635989,0.10000000000000005,0.0044999955000045,0.44491635038164284,-0.04245835519064142,0.0
0.0,0.0,6,4.104192410573342,0.406666666666667,0.0029666637000029653,0.4193372373036425,-0.09100207065170263,0.0
0.0,0.0,6,0.0,0.29916666666666686,0.003504165790625218,0.456760775453042,-0.08821375610151228,0.0
0.0,0.0,6,6.114697820080174,0.0,0.0,0.4433842996402074,-0.2216921498201037,0.0
0.0,0.0,6,5.523521025488878,0.11666666666666675,0.004416664458334437,0.5351355512994942,-0.09090119731636961,0.0
0.0,0.0,6,0.0,0.13000000000000006,0.004349997825001087,0.5345567887763505,-0.09327848138813177,0.0
0.0,0.0,6,0.0,0.0,0.0,0.41978195209284236,-0.20989097604642118,0.0
0.0,0.0,6,2.50405585732382,0.1133333333333334,0.004433328900004434,0.4196089031789559,-0.03247129558930059,0.0
0.0,0.0,6,2.3986167757472425,0.1133333333333334,0.004433331116667775,0.4146948164238417,-0.03001416354520986,0.0
0.0,0.0,6,2.3986167757472425,0.0,0.0,0.38541082855303793,-0.19270541427651897,0.0
0.0,0.0,6,6.378380045878417,0.4333333333333336,0.0028333305000028323,0.4724894968429748,-0.12291152842137411,0.0
0.0,0.0,6,5.883397903265784,0.13777777777777786,0.004311109674074552,0.49938763048247614,-0.07724942827825598,0.0
0.0,0.0,6,0.0,0.22666666666666682,0.0038666628000038664,0.4809526465306092,-0.08580981126514994,0.0
0.0,0.0,6,8.490737475092027,0.0,0.0,0.4763217023581851,-0.23816085117909255,0.0
0.0,0.0,6,0.0,0.06000000000000003,0.004699995300004701,0.49931034356013765,-0.06165535977988079,0.0
0.0,0.0,6,11.755072390263598,0.0,0.0,0.4077387738385744,-0.2038693869192872,0.0
